Date,Revenue,MA_7,MA_30,Month_Name,Month_Number,Weekday,Weekend,Year,Month,Quarter,Week,Day,DayOfWeek,Lag_1,Lag_2,Lag_3,Lag_7,Lag_14,Lag_30,RollingMean7,RollingMean14,RollingMean30,RollingStd7,RollingStd30
2016-11-18,0.0,0.0,6.063298011819522e-14,November,11,Friday,0,2016,11,4,46,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-19,0.0,0.0,6.063298011819522e-14,November,11,Saturday,1,2016,11,4,46,19,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-20,0.0,0.0,6.063298011819522e-14,November,11,Sunday,1,2016,11,4,46,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-21,0.0,0.0,6.063298011819522e-14,November,11,Monday,0,2016,11,4,47,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-22,0.0,0.0,6.063298011819522e-14,November,11,Tuesday,0,2016,11,4,47,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-23,0.0,0.0,6.063298011819522e-14,November,11,Wednesday,0,2016,11,4,47,23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-24,0.0,0.0,6.063298011819522e-14,November,11,Thursday,0,2016,11,4,47,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-25,0.0,0.0,6.063298011819522e-14,November,11,Friday,0,2016,11,4,47,25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-26,0.0,0.0,6.063298011819522e-14,November,11,Saturday,1,2016,11,4,47,26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-27,0.0,0.0,6.063298011819522e-14,November,11,Sunday,1,2016,11,4,47,27,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-28,0.0,0.0,6.063298011819522e-14,November,11,Monday,0,2016,11,4,48,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-29,0.0,0.0,6.063298011819522e-14,November,11,Tuesday,0,2016,11,4,48,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-11-30,0.0,0.0,6.063298011819522e-14,November,11,Wednesday,0,2016,11,4,48,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-01,0.0,0.0,6.063298011819522e-14,December,12,Thursday,0,2016,12,4,48,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-02,0.0,0.0,6.063298011819522e-14,December,12,Friday,0,2016,12,4,48,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-03,0.0,0.0,6.063298011819522e-14,December,12,Saturday,1,2016,12,4,48,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-04,0.0,0.0,6.063298011819522e-14,December,12,Sunday,1,2016,12,4,48,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-05,0.0,0.0,6.063298011819522e-14,December,12,Monday,0,2016,12,4,49,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-06,0.0,0.0,6.063298011819522e-14,December,12,Tuesday,0,2016,12,4,49,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-07,0.0,0.0,6.063298011819522e-14,December,12,Wednesday,0,2016,12,4,49,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-08,0.0,0.0,6.063298011819522e-14,December,12,Thursday,0,2016,12,4,49,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-09,0.0,0.0,6.063298011819522e-14,December,12,Friday,0,2016,12,4,49,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-10,0.0,0.0,6.063298011819522e-14,December,12,Saturday,1,2016,12,4,49,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-11,0.0,0.0,6.063298011819522e-14,December,12,Sunday,1,2016,12,4,49,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-12,0.0,0.0,6.063298011819522e-14,December,12,Monday,0,2016,12,4,50,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-13,0.0,0.0,6.063298011819522e-14,December,12,Tuesday,0,2016,12,4,50,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-14,0.0,0.0,6.063298011819522e-14,December,12,Wednesday,0,2016,12,4,50,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-15,0.0,0.0,6.063298011819522e-14,December,12,Thursday,0,2016,12,4,50,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-16,0.0,0.0,6.063298011819522e-14,December,12,Friday,0,2016,12,4,50,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-17,0.0,0.0,6.063298011819522e-14,December,12,Saturday,1,2016,12,4,50,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-18,0.0,0.0,6.063298011819522e-14,December,12,Sunday,1,2016,12,4,50,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-19,0.0,0.0,6.063298011819522e-14,December,12,Monday,0,2016,12,4,51,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-20,0.0,0.0,6.063298011819522e-14,December,12,Tuesday,0,2016,12,4,51,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-21,0.0,0.0,6.063298011819522e-14,December,12,Wednesday,0,2016,12,4,51,21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-22,0.0,0.0,6.063298011819522e-14,December,12,Thursday,0,2016,12,4,51,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063298011819522e-14,0.0,7.432164089022753e-05
2016-12-23,19.62,2.802857142857143,0.6540000000000606,December,12,Friday,0,2016,12,4,51,23,4,0.0,0.0,0.0,0.0,0.0,0.0,2.802857142857143,1.4014285714285715,0.6540000000000606,7.4156629584737415,3.582105526854733
2016-12-24,0.0,2.802857142857143,0.6540000000000606,December,12,Saturday,1,2016,12,4,51,24,5,19.62,0.0,0.0,0.0,0.0,0.0,2.802857142857143,1.4014285714285715,0.6540000000000606,7.4156629584737415,3.582105526854733
2016-12-25,0.0,2.802857142857143,0.6540000000000606,December,12,Sunday,1,2016,12,4,51,25,6,0.0,19.62,0.0,0.0,0.0,0.0,2.802857142857143,1.4014285714285715,0.6540000000000606,7.4156629584737415,3.582105526854733
2016-12-26,0.0,2.802857142857143,0.6540000000000606,December,12,Monday,0,2016,12,4,52,26,0,0.0,0.0,19.62,0.0,0.0,0.0,2.802857142857143,1.4014285714285715,0.6540000000000606,7.4156629584737415,3.582105526854733
2016-12-27,0.0,2.802857142857143,0.6540000000000606,December,12,Tuesday,0,2016,12,4,52,27,1,0.0,0.0,0.0,0.0,0.0,0.0,2.802857142857143,1.4014285714285715,0.6540000000000606,7.4156629584737415,3.582105526854733
2016-12-28,0.0,2.802857142857143,0.6540000000000606,December,12,Wednesday,0,2016,12,4,52,28,2,0.0,0.0,0.0,0.0,0.0,0.0,2.802857142857143,1.4014285714285715,0.6540000000000606,7.4156629584737415,3.582105526854733
2016-12-29,0.0,2.802857142857143,0.6540000000000606,December,12,Thursday,0,2016,12,4,52,29,3,0.0,0.0,0.0,0.0,0.0,0.0,2.802857142857143,1.4014285714285715,0.6540000000000606,7.4156629584737415,3.582105526854733
2016-12-30,0.0,0.0,0.6540000000000606,December,12,Friday,0,2016,12,4,52,30,4,0.0,0.0,0.0,19.62,0.0,0.0,0.0,1.4014285714285715,0.6540000000000606,0.0,3.582105526854733
2016-12-31,0.0,0.0,0.6540000000000606,December,12,Saturday,1,2016,12,4,52,31,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4014285714285715,0.6540000000000606,0.0,3.582105526854733
2017-01-01,0.0,0.0,0.6540000000000606,January,1,Sunday,1,2017,1,1,52,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4014285714285715,0.6540000000000606,0.0,3.582105526854733
2017-01-02,0.0,0.0,0.6540000000000606,January,1,Monday,0,2017,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4014285714285715,0.6540000000000606,0.0,3.582105526854733
2017-01-03,0.0,0.0,0.6540000000000606,January,1,Tuesday,0,2017,1,1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4014285714285715,0.6540000000000606,0.0,3.582105526854733
2017-01-04,0.0,0.0,0.6540000000000606,January,1,Wednesday,0,2017,1,1,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4014285714285715,0.6540000000000606,0.0,3.582105526854733
2017-01-05,707.27,101.03857142857143,24.229666666666727,January,1,Thursday,0,2017,1,1,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,101.03857142857143,51.92071428571428,24.229666666666727,267.3229328251818,129.0553870532988
2017-01-06,988.28,242.22142857142856,57.1723333333334,January,1,Friday,0,2017,1,1,1,6,4,707.27,0.0,0.0,0.0,19.62,0.0,242.22142857142856,121.11071428571428,57.1723333333334,421.55064307971764,218.08357182802615
2017-01-07,2294.5099999999998,570.0085714285714,133.65600000000006,January,1,Saturday,1,2017,1,1,1,7,5,988.28,707.27,0.0,0.0,0.0,0.0,570.0085714285714,285.0042857142857,133.65600000000006,862.8765797112917,462.60773230713534
2017-01-08,809.63,685.67,160.64366666666672,January,1,Sunday,1,2017,1,1,1,8,6,2294.5099999999998,988.28,707.27,0.0,0.0,0.0,685.67,342.835,160.64366666666672,827.2647345318012,477.904852869734
2017-01-09,882.63,811.76,190.0646666666667,January,1,Monday,0,2017,1,1,2,9,0,809.63,2294.5099999999998,988.28,0.0,0.0,0.0,811.76,405.88,190.0646666666667,770.6664563869195,494.55268622598606
2017-01-10,1571.17,1036.212857142857,242.43700000000004,January,1,Tuesday,0,2017,1,1,2,10,1,882.63,809.63,2294.5099999999998,0.0,0.0,0.0,1036.212857142857,518.1064285714285,242.43700000000004,722.1099151032676,553.4197742510419
2017-01-11,3062.33,1473.6885714285713,344.51466666666676,January,1,Wednesday,0,2017,1,1,2,11,2,1571.17,882.63,809.63,0.0,0.0,0.0,1473.6885714285713,736.8442857142857,344.51466666666676,896.3235059662287,753.4370733385268
2017-01-12,3256.45,1837.857142857143,453.06300000000005,January,1,Thursday,0,2017,1,1,2,12,3,3062.33,1571.17,882.63,707.27,0.0,0.0,1837.857142857143,969.4478571428572,453.06300000000005,1039.4617685564244,918.5736711548892
2017-01-13,2780.72,2093.92,545.7536666666667,January,1,Friday,0,2017,1,1,2,13,4,3256.45,3062.33,1571.17,988.28,0.0,0.0,2093.92,1168.0707142857143,545.7536666666667,1015.8015183259511,1007.292792552134
2017-01-14,1507.36,1981.4699999999998,595.999,January,1,Saturday,1,2017,1,1,2,14,5,2780.72,3256.45,3062.33,2294.5099999999998,0.0,0.0,1981.4699999999998,1275.7392857142856,595.999,1033.313248390813,1016.6819968334138
2017-01-15,3556.48,2373.8771428571426,714.5483333333334,January,1,Sunday,1,2017,1,1,2,15,6,1507.36,2780.72,3256.45,809.63,0.0,0.0,2373.8771428571426,1529.7735714285714,714.5483333333334,1035.694740254314,1144.1491464179203
2017-01-16,5294.02,3004.075714285714,891.0156666666667,January,1,Monday,0,2017,1,1,3,16,0,3556.48,1507.36,2780.72,882.63,0.0,0.0,3004.075714285714,1907.917857142857,891.0156666666667,1288.3675820569276,1407.9821785869701
2017-01-17,4828.1900000000005,3469.3642857142863,1051.9553333333336,January,1,Tuesday,0,2017,1,1,3,17,1,5294.02,3556.48,1507.36,1571.17,0.0,0.0,3469.3642857142863,2252.7885714285717,1051.9553333333336,1272.6655830297875,1569.3221264999431
2017-01-18,4898.54,3731.6800000000003,1215.2400000000002,January,1,Wednesday,0,2017,1,1,3,18,2,4828.1900000000005,5294.02,3556.48,3062.33,0.0,0.0,3731.6800000000003,2602.684285714286,1215.2400000000002,1360.9595690908595,1705.0648007546279
2017-01-19,5799.98,4095.0414285714287,1408.5726666666667,January,1,Thursday,0,2017,1,1,3,19,3,4898.54,4828.1900000000005,5294.02,3256.45,707.27,0.0,4095.0414285714287,2966.449285714286,1408.5726666666667,1540.6203477217427,1882.1469791115826
2017-01-20,8264.44,4878.43,1684.054,January,1,Friday,0,2017,1,1,3,20,4,5799.98,4898.54,4828.1900000000005,2780.72,988.28,0.0,4878.43,3486.1749999999997,1684.054,2065.6567312358507,2239.7196658242756
2017-01-21,6671.860000000001,5616.215714285715,1906.4493333333335,January,1,Saturday,1,2017,1,1,3,21,5,8264.44,5799.98,4898.54,1507.36,2294.5099999999998,0.0,5616.215714285715,3798.842857142857,1906.4493333333335,1507.9572433356827,2392.7502683428365
2017-01-22,4953.25,5815.754285714285,2070.9036666666666,January,1,Sunday,1,2017,1,1,3,22,6,6671.860000000001,8264.44,5799.98,3556.48,809.63,19.62,5815.754285714285,4094.815714285714,2070.9036666666666,1262.3993769519025,2427.883100134885
2017-01-23,10151.1,6509.622857142857,2409.273666666667,January,1,Monday,0,2017,1,1,4,23,0,4953.25,6671.860000000001,8264.44,5294.02,882.63,0.0,6509.622857142857,4756.8492857142855,2409.273666666667,2029.5629151019498,2807.0722087643435
2017-01-24,9629.76,7195.561428571428,2730.2656666666667,January,1,Tuesday,0,2017,1,1,4,24,1,10151.1,4953.25,6671.860000000001,4828.1900000000005,1571.17,0.0,7195.561428571428,5332.4628571428575,2730.2656666666667,2172.909379491224,3061.1566697074445
2017-01-25,12502.53,8281.845714285713,3147.016666666667,January,1,Wednesday,0,2017,1,1,4,25,2,9629.76,10151.1,4953.25,4898.54,3062.33,0.0,8281.845714285713,6006.762857142858,3147.016666666667,2675.7156101365777,3496.708216793118
2017-01-26,18800.96,10139.128571428571,3773.715333333333,January,1,Thursday,0,2017,1,1,4,26,3,12502.53,9629.76,10151.1,5799.98,3256.45,0.0,10139.128571428571,7117.085,3773.715333333333,4533.2537029173955,4464.19384415344
2017-01-27,15890.0,11228.494285714285,4303.382,January,1,Friday,0,2017,1,1,4,27,4,18800.96,12502.53,9629.76,8264.44,2780.72,0.0,11228.494285714285,8053.462142857143,4303.382,4908.38357883685,4920.361624783004
2017-01-28,5987.98,11130.797142857144,4502.981333333333,January,1,Saturday,1,2017,1,1,4,28,5,15890.0,18800.96,12502.53,6671.860000000001,1507.36,0.0,11130.797142857144,8373.506428571429,4502.981333333333,5019.73832294312,4860.865447307983
2017-01-29,9474.34,11776.667142857143,4818.792666666666,January,1,Sunday,1,2017,1,1,4,29,6,5987.98,15890.0,18800.96,4953.25,3556.48,0.0,11776.667142857143,8796.210714285715,4818.792666666666,4336.826069653222,4865.989767711037
2017-01-30,26502.760000000002,14112.61857142857,5702.218,January,1,Monday,0,2017,1,1,5,30,0,9474.34,5987.98,15890.0,10151.1,5294.02,0.0,14112.61857142857,10311.120714285715,5702.218,6938.624034048896,6187.357251926567
2017-01-31,16798.99,15136.794285714286,6262.184333333334,January,1,Tuesday,0,2017,1,1,5,31,1,26502.760000000002,9474.34,5987.98,9629.76,4828.1900000000005,0.0,15136.794285714286,11166.177857142857,6262.184333333334,6691.350637701025,6409.676125532818
2017-02-01,10353.03,14829.722857142857,6607.285333333333,February,2,Wednesday,0,2017,2,1,5,1,2,16798.99,26502.760000000002,9474.34,12502.53,4898.54,0.0,14829.722857142857,11555.784285714284,6607.285333333333,6879.075065231553,6339.2094515019735
2017-02-02,11661.79,13809.84142857143,6996.011666666667,February,2,Thursday,0,2017,2,1,5,2,3,10353.03,16798.99,26502.760000000002,18800.96,5799.98,0.0,13809.84142857143,11974.485,6996.011666666667,6719.548717023162,6277.327211571149
2017-02-03,12499.26,13325.45,7412.653666666667,February,2,Friday,0,2017,2,1,5,3,4,11661.79,10353.03,16798.99,15890.0,8264.44,0.0,13325.45,12276.972142857145,7412.653666666667,6666.60993770197,6211.430278418853
2017-02-04,17944.1,15033.467142857144,7987.214666666667,February,2,Saturday,1,2017,2,1,5,4,5,12499.26,11661.79,10353.03,5987.98,6671.860000000001,707.27,15033.467142857144,13082.132142857143,7987.214666666667,5968.449439460008,6365.097985212002
2017-02-05,12141.24,15414.452857142856,8358.980000000001,February,2,Sunday,1,2017,2,1,5,5,6,17944.1,12499.26,11661.79,9474.34,4953.25,988.28,15414.452857142856,13595.56,8358.980000000001,5629.969874436021,6267.167469381121
2017-02-06,11715.94,13302.050000000001,8673.027666666667,February,2,Monday,0,2017,2,1,6,6,0,12141.24,17944.1,12499.26,26502.760000000002,10151.1,2294.5099999999998,13302.050000000001,13707.334285714285,8673.027666666667,2877.2697117927587,6188.3563093740995
2017-02-07,22105.77,14060.16142857143,9382.899,February,2,Tuesday,0,2017,2,1,6,7,1,11715.94,12141.24,17944.1,16798.99,9629.76,809.63,14060.16142857143,14598.477857142858,9382.899,4299.725802774824,6470.263238727084
2017-02-08,15946.41,14859.215714285716,9885.025,February,2,Wednesday,0,2017,2,1,6,8,2,22105.77,11715.94,12141.24,10353.03,12502.53,882.63,14859.215714285716,14844.469285714285,9885.025,4005.653252137771,6371.612887760377
2017-02-09,12252.9,14943.66,10241.082666666667,February,2,Thursday,0,2017,2,1,6,9,3,15946.41,22105.77,11715.94,11661.79,18800.96,1571.17,14943.66,14376.750714285712,10241.082666666667,3932.5772380759836,6186.775128275459
2017-02-10,17648.34,15679.242857142859,10727.283,February,2,Friday,0,2017,2,1,6,10,4,12252.9,15946.41,22105.77,12499.26,15890.0,3062.33,15679.242857142859,14502.34642857143,10727.283,3880.369612226454,6176.291311516272
2017-02-11,6139.62,13992.888571428572,10823.388666666666,February,2,Saturday,1,2017,2,1,6,11,5,17648.34,12252.9,15946.41,17944.1,5987.98,3256.45,13992.888571428572,14513.177857142859,10823.388666666666,5104.11436825374,6077.677850812212
2017-02-12,17175.41,14712.055714285716,11303.211666666668,February,2,Sunday,1,2017,2,1,6,12,6,6139.62,17648.34,12252.9,12141.24,9474.34,2780.72,14712.055714285716,15063.254285714285,11303.211666666668,5154.146089330598,5988.389991696338
2017-02-13,15926.11,15313.50857142857,11783.836666666668,February,2,Monday,0,2017,2,1,7,13,0,17175.41,6139.62,17648.34,11715.94,26502.760000000002,1507.36,15313.50857142857,14307.779285714287,11783.836666666668,4989.260651985183,5748.901224831087
2017-02-14,18989.52,14868.33,12298.271333333334,February,2,Tuesday,0,2017,2,1,7,14,1,15926.11,17175.41,6139.62,22105.77,16798.99,3556.48,14868.33,14464.245714285715,12298.271333333334,4384.580711736679,5677.357560686823
2017-02-15,8368.76,13785.808571428572,12400.762666666667,February,2,Wednesday,0,2017,2,1,7,15,2,18989.52,15926.11,17175.41,15946.41,10353.03,5294.02,13785.808571428572,14322.512142857144,12400.762666666667,4970.353329185723,5573.353060154237
2017-02-16,8299.36,13221.017142857145,12516.468333333334,February,2,Thursday,0,2017,2,1,7,16,3,8368.76,18989.52,15926.11,12252.9,11661.79,4828.1900000000005,13221.017142857145,14082.338571428572,12516.468333333334,5381.215120455954,5445.281661009349
2017-02-17,11913.93,12401.815714285713,12750.314666666667,February,2,Friday,0,2017,2,1,7,17,4,8299.36,8368.76,18989.52,17648.34,12499.26,4898.54,12401.815714285713,14040.529285714287,12750.314666666667,5019.204938523154,5254.132612515099
2017-02-18,12415.62,13298.387142857142,12970.836000000001,February,2,Saturday,1,2017,2,1,7,18,5,11913.93,8299.36,8368.76,6139.62,17944.1,5799.98,13298.387142857142,13645.637857142856,12970.836000000001,4209.36896295915,5088.5854499929565
2017-02-19,4913.28,11546.654285714287,12859.130666666666,February,2,Sunday,1,2017,2,1,7,19,6,12415.62,11913.93,8299.36,17175.41,12141.24,8264.44,11546.654285714287,13129.355,12859.130666666666,4832.381433978684,5230.27347314943
2017-02-20,10772.58,10810.435714285715,12995.821333333333,February,2,Monday,0,2017,2,1,8,20,0,4913.28,12415.62,11913.93,15926.11,11715.94,6671.860000000001,10810.435714285715,13061.972142857141,12995.821333333333,4429.76478105349,5115.318113764967
2017-02-21,11017.15,9671.525714285714,13197.951333333334,February,2,Tuesday,0,2017,2,1,8,21,1,10772.58,4913.28,12415.62,18989.52,22105.77,4953.25,9671.525714285714,12269.927857142859,13197.951333333334,2639.5200074751974,4901.9151543465105
2017-02-22,11111.64,10063.365714285714,13229.969333333333,February,2,Wednesday,0,2017,2,1,8,22,2,11017.15,10772.58,4913.28,8368.76,15946.41,10151.1,10063.365714285714,11924.587142857143,13229.969333333333,2617.3891498199505,4884.433509645851
2017-02-23,14871.58,11002.254285714285,13404.696666666667,February,2,Thursday,0,2017,2,1,8,23,3,11111.64,11017.15,10772.58,8299.36,12252.9,9629.76,11002.254285714285,12111.635714285716,13404.696666666667,3026.0255005526983,4844.7999841318215
2017-02-24,9813.95,10702.257142857143,13315.077333333333,February,2,Friday,0,2017,2,1,8,24,4,14871.58,11111.64,11017.15,11913.93,17648.34,12502.53,10702.257142857143,11552.036428571428,13315.077333333333,3024.673768836971,4886.748894163323
2017-02-25,6904.75,9914.99,12918.537,February,2,Saturday,1,2017,2,1,8,25,5,9813.95,14871.58,11111.64,12415.62,6139.62,18800.96,9914.99,11606.68857142857,12918.537,3215.5567114575924,4908.856137188668
2017-02-26,7558.6,10292.892857142857,12640.823666666665,February,2,Sunday,1,2017,2,1,8,26,6,6904.75,9813.95,14871.58,4913.28,17175.41,15890.0,10292.892857142857,10919.77357142857,12640.823666666665,2632.3192153670193,4970.238251803731
2017-02-27,8805.61,10011.897142857142,12734.744666666667,February,2,Monday,0,2017,2,1,9,27,0,7558.6,6904.75,9813.95,10772.58,15926.11,5987.98,10011.897142857142,10411.16642857143,12734.744666666667,2677.182197496173,4865.709291951625
2017-02-28,16373.800000000001,10777.132857142857,12964.726666666666,February,2,Tuesday,0,2017,2,1,9,28,1,8805.61,7558.6,6904.75,11017.15,18989.52,9474.34,10777.132857142857,10224.329285714284,12964.726666666666,3614.046713393512,4869.342567033712
2017-03-01,19056.12,11912.058571428572,12716.505333333334,March,3,Wednesday,0,2017,3,1,9,1,2,16373.800000000001,8805.61,7558.6,11111.64,8368.76,26502.760000000002,11912.058571428572,10987.712142857143,12716.505333333334,4792.030542541188,4313.502158683093
2017-03-02,14554.93,11866.822857142857,12641.703333333333,March,3,Thursday,0,2017,3,1,9,2,3,19056.12,16373.800000000001,8805.61,14871.58,8299.36,16798.99,11866.822857142857,11434.538571428571,12641.703333333333,4760.830087578263,4259.38310792111
2017-03-03,15739.01,12713.26,12821.236,March,3,Friday,0,2017,3,1,9,3,4,14554.93,19056.12,16373.800000000001,9813.95,11913.93,10353.03,12713.26,11707.758571428572,12821.236,4860.6819511395015,4273.076550352179
2017-03-04,17533.4,14231.638571428572,13016.956333333335,March,3,Saturday,1,2017,3,1,9,4,5,15739.01,14554.93,19056.12,6904.75,12415.62,11661.79,14231.638571428572,12073.314285714285,13016.956333333335,4380.144993358965,4351.88145605655
2017-03-05,11061.23,14732.014285714284,12969.022,March,3,Sunday,1,2017,3,1,9,5,6,17533.4,15739.01,14554.93,7558.6,4913.28,12499.26,14732.014285714284,12512.45357142857,12969.022,3625.91222367952,4365.678124073805
2017-03-06,14840.65,15594.162857142857,12865.573666666665,March,3,Monday,0,2017,3,1,10,6,0,11061.23,17533.4,15739.01,8805.61,10772.58,17944.1,15594.162857142857,12803.03,12865.573666666665,2535.4115237683095,4279.646144499274
2017-03-07,19007.09,15970.347142857141,13094.435333333333,March,3,Tuesday,0,2017,3,1,10,7,1,14840.65,11061.23,17533.4,16373.800000000001,11017.15,12141.24,15970.347142857141,13373.740000000002,13094.435333333333,2846.6209459445904,4420.828430242409
2017-03-08,21580.17,16330.925714285713,13423.242999999999,March,3,Wednesday,0,2017,3,1,10,8,2,19007.09,14840.65,11061.23,19056.12,11111.64,11715.94,16330.925714285713,14121.492142857142,13423.242999999999,3407.2839838296286,4674.331983543047
2017-03-09,19819.1,17082.95,13347.020666666669,March,3,Thursday,0,2017,3,1,10,9,3,21580.17,19007.09,14840.65,14554.93,14871.58,22105.77,17082.95,14474.886428571428,13347.020666666669,3528.7372686037897,4544.714328925141
2017-03-10,17167.08,17286.96,13387.709666666666,March,3,Friday,0,2017,3,1,10,10,4,19819.1,21580.17,19007.09,15739.01,9813.95,15946.41,17286.96,15000.109999999999,13387.709666666666,3479.0200449168638,4574.158231122015
2017-03-11,15222.7,16956.86,13486.703,March,3,Saturday,1,2017,3,1,10,11,5,17167.08,19819.1,21580.17,17533.4,6904.75,12252.9,16956.86,15594.249285714284,13486.703,3560.41096508067,4580.8830210336255
2017-03-12,8778.92,16630.815714285716,13191.055666666665,March,3,Sunday,1,2017,3,1,10,12,6,15222.7,17167.08,19819.1,11061.23,7558.6,17648.34,16630.815714285716,15681.414999999999,13191.055666666665,4231.533860090834,4589.237658138941
2017-03-13,20736.75,17473.115714285716,13677.626666666669,March,3,Monday,0,2017,3,1,11,13,0,8778.92,15222.7,17167.08,14840.65,8805.61,6139.62,17473.115714285716,16533.639285714286,13677.626666666669,4399.2990142099425,4589.659231859749
2017-03-14,22128.65,17919.052857142855,13842.734666666665,March,3,Tuesday,0,2017,3,1,11,14,1,20736.75,8778.92,15222.7,19007.09,16373.800000000001,17175.41,17919.052857142855,16944.7,13842.734666666665,4726.730612998496,4803.919634032147
2017-03-15,20560.59,17773.398571428574,13997.217333333334,March,3,Wednesday,0,2017,3,1,11,15,2,22128.65,20736.75,8778.92,21580.17,19056.12,15926.11,17773.398571428574,17052.16214285714,13997.217333333334,4609.362343352309,4945.6524004909925
2017-03-16,24188.43,18397.588571428572,14170.514333333333,March,3,Thursday,0,2017,3,1,11,16,3,20560.59,22128.65,20736.75,19819.1,14554.93,18989.52,18397.588571428572,17740.269285714287,14170.514333333333,5191.624169048412,5210.604659211619
